music_id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
52,0.9891272750355888,0.48332925236903346,0.8097844710726472,0.25237887137212567,0.8377528869670391,0.8325812657965023,0.15842895088295061,0.3106766287141276,0.06993963830996508,0.16173688606829395
53,0.5007883899912986,0.23160565039177017,0.45993013287180307,0.19184189705142418,0.4498663398190047,0.447352555257182,0.836429067381759,0.6582503387359607,0.7339964303707712,0.9283149162428644
54,0.5531099443208561,0.46968935740001005,0.4543334194355433,0.17938034289287597,0.5602559431684718,0.037251423153795704,0.3714277952093761,0.125232058015334,0.443587478129882,0.3749367785445227
55,0.1885224457444068,0.24403448675126038,0.17073630686601438,0.35891526840188326,0.2530913517261708,0.5990094120759835,0.6557617197961915,0.09400186320896564,0.540553411777099,0.9487027439480605
56,0.6890746451013628,0.21567303951890837,0.8851291755052263,0.6370126426280823,0.0871140976349416,0.07823738261512891,0.926059621753111,0.6251096357331395,0.8503011160364128,0.5903874232168234
57,0.9245657707007161,0.6610174106399058,0.3745211241543741,0.004816674042902314,0.4819213323966517,0.8159019585734392,0.03162235373611455,0.9595156642671436,0.6447400575191429,0.7725211839717187
58,0.33582817534784726,0.5878306046776206,0.4373921775103926,0.2956021961792531,0.9130267283926562,0.5221364764902854,0.8712937542922063,0.3611866055248575,0.4928252268079556,0.43064948399364744
59,0.9160524387231013,0.8353424113963082,0.7633629873207206,0.3957555428752657,0.17967514626760983,0.8957416815399011,0.19053319027618576,0.14852818426762548,0.7000964262536662,0.0784480984813164
60,0.47684876738913695,0.6797230023750787,0.15130047133459623,0.9352042464825788,0.07201865034851518,0.06748158783998215,0.024255704058806837,0.6741180697873419,0.5219764025052707,0.1608134654077784
61,0.2645618044322051,0.5808121077228512,0.21465684144476616,0.2848570155824621,0.8968507637895788,0.7134747765229834,0.7126396953051627,0.530021943912156,0.7494667604815142,0.5060759475930904
62,0.9078239568152678,0.25038306496382,0.48770771779989086,0.46106291913353736,0.7565107382740018,0.9381776682807798,0.14095719030790532,0.69382216306592,0.4978768703074049,0.5726068052863775
63,0.23053542584285758,0.5609922829193278,0.3357824542098964,0.5117995831019566,0.9511814781563955,0.016570287599543265,0.6256489501674721,0.8384980072550358,0.06726806440840116,0.04980472206268549
64,0.29725807711394703,0.4618979762087142,0.24583296072042715,0.9387643583961466,0.45857229572367486,0.33387303639923505,0.5913498013407066,0.40754336050136064,0.9549197141850401,0.3317080150124513
65,0.23606788883742402,0.3812645983847648,0.8667717341202538,0.7081233922684611,0.5330275522335325,0.7554718170005764,0.4842629133411811,0.43950774896538847,0.0722936708313584,0.8750900630821169
66,0.43444782893304446,0.1089163563380442,0.3651612432487885,0.8195304718144552,0.54932399855061,0.22243884078203746,0.2324235079406155,0.7748924523764061,0.9865557538204942,0.9038919118859198
67,0.3230850138851499,0.2077396207162282,0.6969407365843526,0.34526962159594066,0.30933147803943106,0.8071666168092668,0.6434655256972521,0.46686748303051584,0.509767150992337,0.3724270591415775
68,0.7179725133807381,0.0511480080400708,0.1674616942174496,0.674195443407037,0.006625706389499664,0.44218829329744447,0.594678234148377,0.9031463820796053,0.17064796008569927,0.36516168519499514
69,0.6080574264252537,0.14951905647188501,0.18814512656738103,0.9763140193654247,0.22299514794204345,0.6329283467910474,0.19607089112734444,0.6866225308574178,0.6115776952765958,0.04900413024233563
70,0.20436881743165614,0.43218628460267483,0.7375708278532987,0.8188857675349436,0.397427952891232,0.3375107553594704,0.9879265929483801,0.7347523788319271,0.055607474264345536,0.3730907045684616
71,0.9987219461404413,0.1718322078649771,0.9437372468565318,0.6514501340851189,0.342472459147944,0.8870568879947412,0.17767711950391007,0.7545557814286648,0.3926116603987443,0.05048731650250393
72,0.0016045181110341256,0.1229180569039573,0.8615682194158949,0.6824405324910524,0.6502584323918591,0.6690068820886271,0.8835162826370907,0.5994176203260101,0.34461024408202956,0.2732161296512956
73,0.7523077257533817,0.1557211262303675,0.8041516030564703,0.9634528159513523,0.588689238800879,0.7345766106469624,0.6516149631253382,0.9700815684858963,0.18168962217906137,0.3649307382701892
74,0.2770087366676972,0.14851120856633382,0.20358435281064613,0.6880322233815229,0.6534607843234987,0.9597375624120441,0.5022818492286238,0.5098172535738482,0.0639211757360193,0.5906287596389598
75,0.504291572340699,0.6529398496630491,0.08086253612501426,0.3565256368539832,0.3525212873720097,0.7905415013540914,0.9978179066159775,0.4309829432699348,0.9426013522212839,0.23583262244878644
76,0.3853143422385711,0.7982505860052355,0.4984642521051099,0.43550835955770384,0.5627494662542285,0.4666479969057181,0.024251149597748656,0.9852277084983405,0.9540329291679014,0.6909749990847005
77,0.5081914628201719,0.9687263782763738,0.34672861707831426,0.5847001507458356,0.9898025091158243,0.4340653525888788,0.2598250697883604,0.66004853158195,0.13141350973470622,0.5870344027560156
78,0.4846135880037621,0.9576478614834066,0.2772968286508225,0.9763263239180641,0.8393014208422529,0.5217445987835848,0.5939492707166376,0.13629113027328754,0.4190413717686632,0.1345082629956883
79,0.9743248626911639,0.47106594971140636,0.4076804996561231,0.3885658517213587,0.9768804004923277,0.991013426746726,0.4341981598818998,0.728169815129669,0.41326667051246824,0.39077027659435315
80,0.8512180086239249,0.3147856611232652,0.6419608934867478,0.3434763444574521,0.9382710815958976,0.09499422509715671,0.5771654518798561,0.3070663607939105,0.9244578405625304,0.29535693069972846
81,0.15698198799334218,0.9448392879957487,0.6575914274118642,0.5162776368579423,0.9545920809345436,0.9214020176384884,0.569772134721731,0.5670341575201825,0.6367137116040874,0.6826388990886927
82,0.2595793909552343,0.2576143989908427,0.9524494466473574,0.6358233015688208,0.18620079773871312,0.002618903416050866,0.9748220286886805,0.528237531294462,0.4738509404886353,0.9911257275659976
83,0.22389512006382373,0.2063470267448395,0.06291738990985396,0.1349506519768221,0.5183547271342015,0.25575065333848634,0.008212051691280475,0.96489717838039,0.5466362803545034,0.04836590210116365
84,0.055604040776827346,0.7294808625371447,0.38089372467529303,0.034895514442354836,0.155294959158796,0.25251439275748544,0.3214426905897403,0.18993457639710432,0.2488202907932756,0.7666162707650402
85,0.17918064698875458,0.5496752852761115,0.9686344962818245,0.801597865070062,0.7217031363831319,0.46558659592417795,0.2927470874910617,0.16305493859087195,0.8724762890091663,0.4080339257727562
86,0.21936955128869862,0.7184946881861659,0.7943152450970694,0.8003065816979498,0.2869954447565979,0.5481301150057468,0.9096760004980601,0.32483695578065486,0.76521476206598,0.8471455039421348
87,0.18516082155599456,0.6364683823766085,0.6261640260705124,0.7590157467316869,0.9852653725572146,0.222793074865262,0.7611325177338099,0.9122607259737314,0.5501069945514914,0.8797398365486104
88,0.1557506816149936,0.6408090643383803,0.5698993483606665,0.304919479321094,0.6602319218821302,0.23441696663378708,0.3526956910255642,0.043298484604407106,0.6264934973224342,0.3197828484153701
89,0.20159546279597051,0.5489217015742484,0.2805060320834979,0.23991163920402547,0.8205255975362087,0.829584260587903,0.46340288134858443,0.6805425769796314,0.7884351786532946,0.4658608181574696
90,0.7563870161558659,0.957050872322506,0.4332411659588554,0.643303416530313,0.5214761438376991,0.5725577278225865,0.5118191616895427,0.004428540642447021,0.060629905658515115,0.8452362714598701
91,0.6893316417428778,0.47135740680589333,0.6434490618065098,0.5047591712213811,0.7553394292079688,0.8851031589850344,0.5027721747785097,0.7241555834252006,0.7878548322565532,0.9810195893050221
92,0.5774548748687849,0.8027082451856736,0.9479763092772303,0.39788073479618113,0.1272739092813313,0.8634337866135731,0.1988568996979897,0.8968951626817896,0.0681462657041082,0.6824143018349008
93,0.714738628147363,0.6959173368343543,0.8105781531775124,0.8370347162482414,0.26018969175122186,0.2274333546925107,0.9562018689182319,0.7546075030114472,0.93844063199883,0.6598335503614798
94,0.4812626598240487,0.9875113963449114,0.29906654219504847,0.8421584673757558,0.4990365973778015,0.5649207017792619,0.5725684982871797,0.8773403758966405,0.05296095108274834,0.5370237173451408
95,0.7287366823402285,0.6847142247004996,0.7574703367779958,0.125773584321358,0.2100207712485359,0.7867458130603596,0.7101092791748222,0.6024495479986008,0.10382418283752148,0.9670591253833969
96,0.8097408626063011,0.19177630961577108,0.13394462625871706,0.17109974144637785,0.5608929768485963,0.13796995934131884,0.40153675511230713,0.8735628563072716,0.5706177893453882,0.4083187809092761
97,0.04371355426215895,0.8854864116254562,0.38358978797683696,0.0977976920267104,0.018054390036747248,0.13007771725890505,0.2454256944745491,0.41808431669393653,0.5806678694576048,0.8762471710864036
98,0.7238591249479462,0.7280127381438216,0.1262568848862632,0.07923296543873593,0.24599766370167853,0.9426468495649504,0.9279216765155882,0.8458234589612503,0.9471529284339976,0.903486387295272
99,0.17909847998934514,0.6398185693441872,0.3275899994152658,0.3481889572047214,0.3377601340319524,0.7302074658732576,0.7665681223504138,0.7998058676499804,0.29897851864274005,0.06684631370172134
100,0.2524385519396398,0.6419931607266685,0.6917092617378624,0.6257015684534919,0.021225416657377316,0.8627776849019136,0.7888397406233837,0.3886128261485341,0.9550438220464911,0.22809757585156432
101,0.9169527510285148,0.040111792272583435,0.15243024907932978,0.8759920456454893,0.7346821011835989,0.9014415886249871,0.7653351410001158,0.8479624619307945,0.6922369209262839,0.8941921941395604
102,0.8583190900723675,0.0473770278495671,0.2852767541172494,0.42505893058740474,0.9728498128328772,0.5145978486359188,0.12321993477442794,0.46193374845382495,0.42778747404110473,0.07440537631280819
103,0.6983671593434995,0.8578738422396546,0.49387494661513054,0.07177597375057576,0.400016624505361,0.4208742723097295,0.5092580175822065,0.1471012792689257,0.4730792639827184,0.8380252135411322
104,0.13510426062441716,0.836321894767797,0.6100105501617993,0.3182439811701463,0.11793682055892774,0.13645467515747367,0.9382783651328958,0.7327270669020074,0.9727772991548623,0.7174771380226129
105,0.36851202629452195,0.9756749989067699,0.7298971485074854,0.013798003378781787,0.38251833117688716,0.9610552557028769,0.8104845019002612,0.8141089894774844,0.27587375734377884,0.9784617269952067
106,0.5716047768790249,0.9211057365456055,0.1357579943425441,0.9082885864652792,0.4676809224235249,0.40940849718885064,0.9131214814621808,0.8268158556199008,0.20682148068470407,0.8028027194006521
107,0.9584629827180248,0.2969031453871601,0.014194743956023603,0.28664577072038067,0.6873708457320767,0.5675487639096367,0.46400962059859097,0.9199187238508022,0.7031818242157577,0.977064727711819
108,0.5122539192319573,0.4833735105835195,0.3054471977280233,0.33935284519653475,0.586207691507067,0.7882155230377389,0.4236857373351064,0.42367886002470756,0.6102086894724754,0.5080582877761554
109,0.4830614230671465,0.5257086856787229,0.8884709588041158,0.4719146771754025,0.04426483510587231,0.45548725198356277,0.4148756541682107,0.96344647268056,0.07240877644778954,0.5745924168339834
110,0.023669412266893564,0.5993229478595774,0.4093295249445634,0.5389055514437929,0.22491089073505854,0.5247104592656563,0.4472545121303457,0.31220092943556843,0.2725985387923754,0.7692442776888271
111,0.9135333732553034,0.15219577494753922,0.4805689637718995,0.13583345352295184,0.14208297448841722,0.3941474588433792,0.05650881557140186,0.0034795188160112733,0.7811787853389291,0.40535936951513396
112,0.9256758465483117,0.10672538408674093,0.699048566984654,0.45179784044706506,0.7047676250266768,0.29749081362747987,0.22900252428219026,0.35842077715773213,0.6106357093584188,0.4602470639892482
113,0.25573929611336144,0.050553137195150755,0.3994463881552457,0.8919441036139162,0.8024548263438648,0.7648790651663365,0.6259161635478969,0.0980949668829666,0.7454636762598762,0.8765861980809586
114,0.9551785813181141,0.6270359324122364,0.30035347384751476,0.8282495121356651,0.17759543717438653,0.8671779589721995,0.00036627259951504954,0.4151694798962434,0.062003617572137126,0.4383675236814074
115,0.3512367159823272,0.21812364138571605,0.40383855803748436,0.28596017899156967,0.11852575413469701,0.8179487745055618,0.15072605899697167,0.19247681172162812,0.3658355126690641,0.5906067888874423
116,0.4244701127736552,0.5576011367596779,0.5139678494081464,0.05558986111358244,0.063394968153341,0.8020840561091345,0.087081917997201,0.44055498934704385,0.24527656255905428,0.4327009312434795
117,0.7036463936454261,0.6919709177273076,0.7577950468351321,0.8145159933284745,0.4285585626596916,0.8926113003022353,0.4663533209059866,0.11490059465126201,0.07462140804104334,0.45299737972132603
118,0.15793279387298786,0.9076718717336798,0.4580814008838969,0.07009638878602442,0.5144255826088779,0.3642697593390334,0.09455183867006767,0.7326309787214006,0.28977371671370633,0.2103458558832898
119,0.19885522702919778,0.02490635940031194,0.978602496877379,0.36330065469209616,0.08256147914553513,0.533777704112018,0.12830169858271534,0.28724290754941295,0.9634225642619666,0.15874432646019287
120,0.6638346317960426,0.4009719631747649,0.7681206120168128,0.7885229473069091,0.6574009721663915,0.657879802780412,0.3605026907050838,0.6530617586273284,0.921690055192786,0.5897671947152996
121,0.9391606964097525,0.5136625785511195,0.6229785120168452,0.8419702791082724,0.8865911469509388,0.9157623145099792,0.8727562074051344,0.8949320223321485,0.1453634588677487,0.2821131195671287
122,0.6567331661156341,0.46296340214818066,0.23392284490070503,0.21301322497949882,0.5960740823850271,0.5885889999908006,0.9262053208084087,0.9170457816360484,0.6400257231114159,0.060120618615527976
123,0.03274544786102396,0.451775220671622,0.5356480838823523,0.3316669415506678,0.3716959937186526,0.7046726728166218,0.17935948629111886,0.2404256286969334,0.31890523450315966,0.8083248378680965
124,0.3302667402541174,0.7867802036581376,0.09654369529932105,0.775742583213998,0.2789910056615559,0.5144033296718581,0.8741162623428854,0.16880846817011252,0.1062542024858747,0.5861506814354308
125,0.46705116722104145,0.726559977348526,0.2590460356174392,0.5675411705688812,0.2849173240442594,0.20846286844423512,0.9777985024558924,0.21725783129537424,0.1775415475013904,0.9925745283613032
126,0.995844768305297,0.32541467231289944,0.45167507167841225,0.1926422863218472,0.6577792726184952,0.8078067872053334,0.8091909214143136,0.08604230460005347,0.03879067450439122,0.3207854319855479
127,0.7197073906875828,0.8391923828713473,0.5187110582805773,0.08220729559384898,0.841582041633255,0.12066567180324805,0.3860901727599054,0.42906197822021186,0.6957416557917073,0.2186907398646839
128,0.3817741371524114,0.7564299850996213,0.6642088548643513,0.944306443440871,0.9856616240501701,0.8687555816416966,0.4842218164111438,0.9766837592127443,0.16545993158649575,0.24875674465430764
129,0.6706320717775037,0.18640677873577427,0.3484288249978772,0.3862002836410947,0.9318792337207055,0.13381904566141345,0.9520881504576998,0.3426533878004975,0.0008749570063190104,0.9239257609478106
130,0.9769602531005604,0.5447777805455813,0.017186746738536596,0.5124850649811371,0.6678977595895972,0.8412249740057948,0.3738832447382914,0.13300147774109217,0.07553896372637214,0.1854891094548763
131,0.09746471974300186,0.5521630590466329,0.2340283304602352,0.7900373773569137,0.5252018210172726,0.7477411838708747,0.5001011269904487,0.6644296862673477,0.4178326188181789,0.5890412406302332
132,0.14472867516512655,0.24499726164053237,0.8048519230600824,0.3197883371659421,0.27573589357035044,0.23440044247036762,0.9026138155007153,0.3530845914386851,0.9448123357265061,0.6770794211899919
133,0.4361836950831349,0.2889718941662326,0.38466172003828714,0.9745444687806913,0.4625380083049979,0.15571045577411602,0.2931565435295411,0.5631753118839197,0.6091371135883982,0.10523776752745484
134,0.8223261075181523,0.6926061740807014,0.21203569641760878,0.5753656568483556,0.8268401287880355,0.10556171225329791,0.4042765856180389,0.08975921644520912,0.7204380320621013,0.35871746164508944
135,0.42382231528071035,0.33808225811269244,0.15648360014952367,0.5380519282505509,0.6364485070250271,0.26910582993852283,0.46634556043964914,0.8453759397322589,0.05127523451120697,0.7275693108770191
136,0.29131002813190143,0.4553008472758948,0.41734890779073364,0.856659392867279,0.3088290762766501,0.5362075527071656,0.2005673678930575,0.7423376318253495,0.3575679133541064,0.12792273860780523
137,0.5506739368350386,0.15707373596934404,0.13968941412476854,0.7063594288916504,0.7163876283168296,0.04814501532521265,0.10842602763912745,0.03240209752606105,0.4244738502738459,0.05139653473128414
138,0.09364043285000456,0.5586172334143777,0.4042329097855736,0.5856015270423571,0.43289131244224555,0.42232849388201543,0.4714879649336836,0.26978781939527097,0.12596572662956296,0.6903251078311831
139,0.07260570353412132,0.09997598041237454,0.6298489289183009,0.07813484270538296,0.9072616164236559,0.7192916942013068,0.4067764719735727,0.634690241279474,0.7265803095419917,0.9068064555654081
140,0.5134646868053078,0.726173006586333,0.15808043385553527,0.8742583772699932,0.9964371950056912,0.9752539012680189,0.14273586175703534,0.19186852622521533,0.96548808578641,0.5235351472040354
141,0.622822052204886,0.38097816226177983,0.4340173596315222,0.5097300395107499,0.9086776391225972,0.3405752244044281,0.6218728899113932,0.6011955519085659,0.977144945151282,0.3276895569995427
142,0.712154124643345,0.4909629880059926,0.880390306117421,0.08492976933991347,0.0793713528315827,0.9707287175289353,0.8066903183541526,0.8295735075906179,0.9645657483993347,0.3795538894799131
143,0.9639757744390512,0.10830093055638268,0.8697987933398182,0.8156311940862769,0.39629382528710366,0.7959709227501142,0.1113729181926486,0.5760058980562902,0.10916667729575602,0.9601928036232757
144,0.12053228900040447,0.3896668454835158,0.3950927742497249,0.27330989159065333,0.9402626230705305,0.9787945543517926,0.39921667946276373,0.31343027413413493,0.7914215586829269,0.6160789771434158
145,0.8268633903586525,0.6729523827537971,0.31884657006311945,0.47724858852087515,0.3549066678387094,0.801425266087624,0.4994815894974982,0.7931900467851313,0.49842732900916964,0.8207419918805637
146,0.35910260798699256,0.7612045180835837,0.4189137284676798,0.12224241733826824,0.6864797231469933,0.6332356664772885,0.2800664109342961,0.9490911582781388,0.7103770610873885,0.8500425983848855
147,0.612245927192775,0.4321565626016669,0.2013807393650423,0.33074253770639517,0.28556341747001757,0.8825846908117265,0.41480169444282,0.8528732237788821,0.3493012660948369,0.9253112371060805
148,0.3918567416524106,0.6767123366062803,0.6199276312723437,0.479160849352959,0.17322758646444802,0.10105580309556428,0.1835681252253757,0.016994147062500464,0.6445667318981485,0.427945300876733
149,0.8721020178662985,0.22420961724678046,0.5968285410224935,0.3075480996275375,0.2796477211760878,0.8637201697454323,0.48439429059283234,0.9096899624811049,0.9449879167805569,0.3524928200347348
150,0.24730960041082128,0.7123194416192574,0.11992036991919097,0.7444937476774306,0.5833804587134152,0.5061235673770672,0.2548763559710926,0.34700565486084967,0.8176463633531281,0.2669735733338314
151,0.9079348568646136,0.7481459147589985,0.5347765780414157,0.32841238666432415,0.3706634360520966,0.47927527874941644,0.17468957642832905,0.6744144740716289,0.9426051537770046,0.13372898223746277
152,0.207188410527697,0.6527255864943026,0.5292267827784645,0.24084636894524547,0.06365539294878042,0.5988961642922626,0.16586927623441083,0.3641651763793219,0.11504620265040788,0.9405450962441406
